id,de,en,es,fr,phe,kcal,protein,fat,carbs,sugar,fiber,salt,emoji
G994232,"Gemüsemischung asiatische Art, tiefgefroren, gekocht","Mixed vegetables Asian style, deep-frozen, boiled","Mezcla de verduras estilo asiático, congelada, cocida","Mélange de légumes façon asiatique, surgelé, cuit",0.1,27,1.9,0.3,3.1,3.1,2,0.012,🥬
T121702,"Thunfisch in Öl, Konserve, abgetropft","Tuna in oil, canned, drained","Atún en aceite, conserva, escurrido","Thon à l'huile, conserve, égoutté",1.045,207,28.262,10.45,0,0,0,0.845,🐟
W211132,Bockwurst gargezogen,Bockwurst poached,Bockwurst escalfada,Bockwurst pochée,0.886,249,12.576,22.05,0,0,0.06,2,🌭
G613802,"Rote Rübe/Rote Bete, gesäuert, abgetropft","Beetroot pickled, drained","Remolacha, encurtida, escurrida","Betterave rouge, au vinaigre, égouttée",0.025,70,1.6,0.3,13,12.4,2.7,1.275,🥕
G210902,"Spinat Konserve, abgetropft","Spinach canned, drained","Espinaca en conserva, escurrida","Épinard en conserve, égoutté",0.094,17,2.2,0.4,0.31,0.261,1.716,0.59,🥬
K260262,"Kartoffelpuffer tiefgefroren, gebacken","Potato pancakes deep-frozen, baked","Tortitas de patata congeladas, al horno","Galettes de pomme de terre surgelées, cuites au four",0.195,171,5,1.88,32.38,1.46,2.5,1.055,🍟
G090242,"Gemüsemischung Kaisergemüse, tiefgefroren, geschmort ohne Fett","Mixed vegetables (carrots, cauliflower and broccoli florets) deep-frozen, braised without fat","Mezcla de verduras (zanahoria, coliflor, brócoli) congelada, estofada sin grasa","Mélange de légumes (carottes, chou-fleur, brocoli) surgelé, braisé sans matière grasse",0.083,39,2.512,0.465,4.8,3.42,3.2,0.05,🍖
K110902,"Kartoffel geschält, gekocht, Konserve, abgetropft","Potatoe peeled, boiled, canned, drained","Patata pelada, cocida, conserva, escurrida","Pomme de terre pelée, cuite, conserve, égouttée",0.08,65,1.772,0.089,13.248,0.542,1.877,0.6062,🥔
F206902,"Pfirsich in Fruchtsaft, Konserve, abgetropft","Peach in juice, canned, drained","Melocotón en zumo de fruta, conserva, escurrido","Pêche au jus de fruits, conserve, égouttée",0.004,41,0.8,0.152,8.2,7.2,1.4,0.005,🧃
K391262,"Kartoffelrösti tiefgefroren, gebacken","Potato rösti (fried grated potatoes) deep-frozen, baked","Rösti de patata congelado, al horno","Röstis de pomme de terre surgelés, cuits au four",0.165,303,3.597,12.584,42.5,2.8,2.8,1.492,🍟
T412902,"Buckellachs in Öl, Konserve, abgetropft","Pink salmon in oil, canned, drained","Salmón rosado en aceite, conserva, escurrido","Saumon rose à l'huile, conserve, égoutté",0.767,196,19,13.3,0,0,0,0.752,🐟
T410702,"Lachs in Öl, Konserve, abgetropft","Salmon in oil, canned, drained","Salmón en aceite, conserva, escurrido","Saumon à l'huile, conserve, égoutté",0.76,203,18.905,14.2,0,0,0,1.0935,🐟
G322902,"Grünkohl Konserve, abgetropft","Curly kale canned, drained","Col rizada en conserva, escurrida","Chou frisé en conserve, égoutté",0.112,34,2.4,1.1,2,0.6,3.1,0.535,🥬
F090902,"Fruchtmischung/Fruchtcocktail, gezuckert, Konserve, abgetropft","Fruit mix/fruit cocktail, sugared, canned, drained","Mezcla de frutas/cóctel de frutas, azucarado, conserva, escurrido","Mélange de fruits/cocktail de fruits, sucré, conserve, égoutté",0.005,69,0.5,0.2,15.4,14.5,1.9,0.008,🍇
F6A6902,"Mandarine in Fruchtsaft, Konserve, abgetropft","Mandarin in juice, canned, drained","Mandarina en zumo de fruta, conserva, escurrida","Mandarine au jus de fruits, conserve, égouttée",0.027,48,1.379,0.442,8.115,8.115,1.053,0.008,🧃
U013172,"Rind Frikadelle, gegrillt","Beef patty, grilled","Vacuno, albóndiga plana, a la parrilla","Bœuf, boulette de viande, grillée",0.963,246,20.12,15.95,5,0.8,0.7,1.77,🍖
T792702,"Miesmuschel in Öl, Konserve, abgetropft","Common mussel in oil, canned, drained","Mejillón en aceite, conserva, escurrido","Moule à l'huile, conserve, égouttée",0.319,150,8.19,12.8,0,0,0,0.698,🦪
T933182,"Karpfen im Backteig, gebraten ohne Fett (Pfanne)","Carp in frying batter, fried without fat (pan)","Carpa rebozada, frita sin grasa (sartén)","Carpe en pâte à frire, poêlée sans matière grasse",0.844,189,16.9,6.85,14.13,0.13,1.04,0.442,🐟
U063162,"Rind/Schwein, Hacksteak, gebraten ohne Fett (Ofen)","Beef/pork, minced steak, fried without fat (oven)","Vacuno/cerdo, filete de carne picada, asado sin grasa (horno)","Bœuf/porc, steak haché, rôti sans matière grasse (four)",1.006,272,22.08,19.71,1.41,1.41,0.3,2.2,🍖
K702902,"Trüffel Konserve, abgetropft","Black truffle (Perigord black truffle) canned, drained","Trufa negra en conserva, escurrida","Truffe noire en conserve, égouttée",0.226,93,9.887,0.602,0.6,0.6,22.883,0.872,🥔
U050200,"Rind/Schwein, Hackfleisch gemischt, tiefgefroren","Beef/pork, mince mixed, deep-frozen","Vacuno/cerdo, carne picada mixta, congelada","Bœuf/porc, viande hachée mixte, surgelée",0.871,236,18.8,17.83,0,0,0,0.142,🥩
F301902,"Erdbeere gezuckert, Konserve, abgetropft","Strawberry sugared, canned, drained","Fresa azucarada, conserva, escurrida","Fraise sucrée, conserve, égouttée",0.012,63,0.774,0.231,13.732,13.716,0.9,0.022,🫐
T930162,"Fischstäbchen (Alaska-Seelachs) paniert, tiefgefroren, gebraten ohne Fett (Ofen)","Fish fingers (Alaska pollock) breaded, deep-frozen, fried without fat (oven)","Palitos de pescado (abadejo de Alaska) empanados, congelados, asados sin grasa (horno)","Bâtonnets de poisson (colin d'Alaska) panés, surgelés, rôtis sans matière grasse (four)",0.53,206,13.75,9.33,16.32,1.09,0.909,0.71,🐟
K270032,Gnocchi gekocht,Gnocchi boiled,Ñoquis cocidos,Gnocchis cuits,0.177,140,3.64,0.54,29.13,0.373,1.93,1.0528,🥟
E603032,Eier-Frischteigwaren Ravioli (Fleischfüllung) gekocht,Fresh egg pasta Ravioli (meat filling) boiled,"Pasta fresca al huevo, raviolis (relleno de carne) cocidos","Pâtes fraîches aux œufs, raviolis (farce à la viande) cuits",0.283,138,5.94,3.33,20,0.9,1.8,0.5,🍝
F323902,"Johannisbeere schwarz, gezuckert, Konserve, abgetropft","Black currant sugared, canned, drained","Grosella negra, azucarada, conserva, escurrida","Cassis sucré, conserve, égoutté",0.019,72,0.698,0.117,15.77,15.77,1.6,0.005,🫐
G660802,"Knollensellerie gesäuert, abgetropft","Celeriac pickled, drained","Apionabo encurtido, escurrido","Céleri-rave au vinaigre, égoutté",0.034,40,1.142,0.242,5.85,5.449,3.2,1.278,🥕
K270022,Gnocchi gedämpft,Gnocchi steamed,Ñoquis al vapor,Gnocchis cuits à la vapeur,0.177,140,3.731,0.587,29.13,0.373,1.769,0.625,🥟
F224902,"Mirabelle gezuckert, Konserve, abgetropft","Mirabelle plum sugared, canned, drained","Ciruela mirabel azucarada, conserva, escurrida","Mirabelle sucrée, conserve, égouttée",0.015,68,0.594,0.17,15.492,14.362,1.1,0.002,🍑
K724902,"Shiitakepilz Konserve, abgetropft","Shiitake mushroom canned, drained","Shiitake en conserva, escurrido","Shiitaké en conserve, égoutté",0.108,37,2.9,0.3,2.69,2.69,5.77,0.713,🍄
U471262,"Kalb Haxe, tiefgefroren, gebraten ohne Fett (Ofen)","Veal shank, deep-frozen, fried without fat (oven)","Ternera, jarrete, congelado, asado sin grasa (horno)","Veau, jarret, surgelé, rôti sans matière grasse (four)",1.14,144,25.038,4.876,0,0,0,0.31,🍖
Y8A4080,"Milchreis mit Milch 3,5 % Fett und roter Grütze",Rice pudding with milk 3.5 % fat and red fruit jelly,"Arroz con leche 3,5 % grasa y compota de frutos rojos","Riz au lait 3,5 % de matière grasse et compote de fruits rouges",0.172,123,3.8,2.4,20.7,7.4,1.2,0.078,🍮
U063200,"Rind/Schwein, Hacksteak, tiefgefroren","Beef/pork, minced steak, deep-frozen","Vacuno/cerdo, filete de carne picada, congelado","Bœuf/porc, steak haché, surgelé",0.695,201,15.25,15.54,0,0,0.2,1.8,🍖
T932262,"Seelachs im Backteig, tiefgefroren, gebraten ohne Fett (Ofen)","Saithe/pollack, in frying batter, deep-frozen, fried without fat (oven)","Carbonero rebozado, congelado, asado sin grasa (horno)","Lieu noir en pâte à frire, surgelé, rôti sans matière grasse (four)",0.624,252,14.44,12.33,20.14,0.66,1.44,0.922,🐟
X427363,Leberknödelsuppe,Liver dumpling soup,Sopa de bolitas de hígado,Soupe aux quenelles de foie,0.27,69,4.71,3.7,4.03,0.53,0.3,0.778,🥟
X1A9010,"Hummersalat mit Mayonnaise, gestreckt mit süßer Sahne","Lobster salad with mayonnaise, diluted with cream","Ensalada de bogavante con mayonesa, rebajada con nata","Salade de homard à la mayonnaise, allongée à la crème",0.247,177,6.2,15.3,3.2,2.7,0.9,0.858,🥗
Y277013,"Kalbsnieren gebraten, mit Senfsauce von dunkler/brauner Grundsauce","Veal kidneys fried, with mustard sauce from brown basic sauce","Riñones de ternera salteados, con salsa de mostaza sobre salsa base oscura","Rognons de veau poêlés, à la sauce moutarde sur sauce brune",0.65,173,13.63,12.2,2.12,0.67,0.2,0.735,🍖
X1A4010,"Geflügelsalat (Huhn) mit Mayonnaise, gestreckt mit süßer Sahne","Poultry salad (chicken) with mayonnaise, diluted with cream","Ensalada de pollo con mayonesa, rebajada con nata","Salade de volaille (poulet) à la mayonnaise, allongée à la crème",0.327,136,8.7,8,6.88,6.37,0.74,1.035,🥗
X023310,Baguette-Brötchen mit Ei und Remoulade,Baguette roll with egg and remoulade sauce,Panecillo de baguette con huevo y salsa remolada,Petit pain baguette à l'œuf et rémoulade,0.6,213,11.5,7.5,24,1.1,1.8,0.9,🥫
D771200,Aprikosenteilchen (Blätterteig),Apricot pastry (puff pastry),Pastel de albaricoque (hojaldre),Feuilleté aux abricots (pâte feuilletée),0.133,283,3,16.8,28.3,13.6,1.9,0.232,🥐
X3A6020,Linsen-Bolognese vegan,Lentil Bolognese vegan,"Boloñesa de lenteja, vegana","Bolognaise de lentilles, végétalienne",0.3,98,5.2,3.7,9,2.7,3.8,0.32,🫘
X339243,Madeirasauce von dunkler/brauner Grundsauce,Madeira sauce from brown basic sauce,Salsa al madeira sobre salsa base oscura,Sauce madère à base de sauce brune,0.04,77,1,4.5,6.9,2.3,0.4,0.54,🥫
X1A8060,"Thunfischsalat mit Mayonnaise, gestreckt mit Joghurt","Tuna salad with mayonnaise, diluted with yogurt","Ensalada de atún con mayonesa, rebajada con yogur","Salade de thon à la mayonnaise, allongée au yaourt",0.48,180,12,13.6,1.71,1.7,0.6,0.93,🥗
W398000,Kalbfleischpastete mit Schweinefleisch,Veal pate with pork,Paté de ternera con cerdo,Pâté de veau avec porc,0.921,126,15.28,7.18,0.09,0.01,0.07,1.8,🥩
X450033,Kartoffelsuppe mit Gemüsebrühe und Brühwurst,Potato soup with vegetable stock and scalded sausage,Sopa de patata con caldo de verduras y embutido escaldado,Soupe de pommes de terre au bouillon de légumes et saucisse échaudée,0.18,93,2.95,5.4,8,0.9,0.5,0.8,🍲
X171450,Grüne-Bohnen-Salat (gegart) mit Speck-Essigmarinade,Green bean salad (cooked) with bacon-vinegar marinade,Ensalada de judías verdes (cocidas) con aliño de vinagre y panceta,Salade de haricots verts (cuits) à la marinade vinaigre-lard,0.09,121,2.28,10.84,2.7,1.83,1.4,1.032,🥗
X463613,Linsensuppe mit Gemüse und gepökeltem Schweinefleisch,Lentil soup with vegetables and cured pork,Sopa de lentejas con verduras y cerdo curado,Soupe de lentilles aux légumes et porc saumuré,0.35,122,7.18,5.6,9,1.4,3.1,1,🍲
X469743,Chili con carne einfach,Chilli con carne simple,Chili con carne sencillo,Chili con carne simple,0.6,179,11.7,10.1,8,2.3,4.3,0.592,🍲
X141462,Artischockensalat (gegart) mit Zitronenmarinade,Artichoke salad (cooked) with lemon marinade,Ensalada de alcachofa (cocida) con aliño de limón,Salade d'artichauts (cuits) à la marinade au citron,0.052,141,1.82,11.9,1.88,1.76,8.53,0.63,🥗
X1A3050,"Reissalat mit Gemüse, Kochschinken und Essigmarinade","Rice salad with vegetables, boiled ham and vinegar marinade","Ensalada de arroz con verduras, jamón cocido y aliño de vinagre","Salade de riz aux légumes, jambon cuit et marinade au vinaigre",0.197,114,4.94,6.96,6.8,2.28,1.2,0.708,🥗
X450212,"Kartoffelsuppe sauer, gebunden","Potato soup sour, thickened","Sopa de patata agria, ligada","Soupe de pommes de terre acidulée, liée",0.05,62,1.07,1.7,10,1,0.7,0.448,🍲
X060060,"Baguette-Brötchen mit Kochschinken, Käse, Tomaten und Remoulade","Baguette roll with boiled ham, cheese, tomatoes and remoulade sauce","Panecillo de baguette con jamón cocido, queso, tomate y salsa remolada","Petit pain baguette au jambon cuit, fromage, tomates et rémoulade",0.8,193,14.6,7.3,16,1.3,1.5,1.4,🥫
X760312,"Maultaschen Schwäbische Art (mit Hackfleisch) gegart, mit gebratenen Zwiebeln","Minced meat-spinach-filled pasta squares, Swabian style, cooked, with fried onions","Maultaschen a la suaba (con carne picada) cocidos, con cebolla salteada","Maultaschen à la souabe (à la viande hachée) cuites, aux oignons poêlés",0.285,116,8.186,4.95,8.38,2.87,2.2,1.05,🥟
X565143,"Schwarzwurzeln gekocht, mit Sauce Hollandaise/Holländischer Sauce","Black salsify boiled, with Hollandaise sauce","Salsifí negro cocido, con salsa holandesa","Salsifis noir cuit, à la sauce hollandaise",0.07,174,2.1,14.2,6,2.9,4,0.345,🥕
X9A3080,"Pirogge mit Hackfleischfüllung, gebacken","Pirogue filled with minced meat, baked","Pirog relleno de carne picada, horneado","Pirojki farci à la viande hachée, cuit au four",0.706,366,15.2,18.59,33,1.6,2.7,0.938,🥩
X821012,Reis mit Pilzsauce von heller/weißer Grundsauce,Rice with mushroom sauce from white basic sauce,Arroz con salsa de setas sobre salsa base blanca,Riz à la sauce aux champignons sur sauce blanche,0.09,95,2.2,2.4,15.7,0.65,1.1,0.288,🍚
D132100,Spiegeleierkuchen (Rührmasse),Apricot cheese cake (cake batter),Pastel de albaricoque y requesón (masa batida),Gâteau abricot-fromage blanc (pâte à cake),0.151,192,3.2,9.72,22.7,13.11,0.7,0.15,🍰
X541463,Artischockenböden mit Fleischfüllung,Artichoke bottoms with meat-filling,Fondos de alcachofa con relleno de carne,Fonds d'artichaut à la farce de viande,0.31,84,7.5,3.6,2.2,2.1,5.9,0.71,🥩
X4A8050,Linsensuppe mit Gemüse und Wiener Würstchen,Lentil soup with vegetables and Vienna sausages,Sopa de lentejas con verduras y salchichas de Viena,Soupe de lentilles aux légumes et saucisses de Vienne,0.29,115,5.78,5.5,9,1.2,2.8,1,🍲
W298100,Olivenpastete,Olive pate,Paté de aceituna,Pâté aux olives,0.855,155,10.91,12.27,0.07,0,0.32,1.8,🌭
X338353,Wildsauce von dunkler/brauner Grundsauce,Game sauce from brown basic sauce,Salsa de caza sobre salsa base oscura,Sauce gibier à base de sauce brune,0.041,95,1.1,6.7,6.6,2.5,0.4,0.678,🥫
D7B2100,"Butterkekse/Butterplätzchen (Mürbeteig) mit Nougatfüllung, schokoliert",Shortbread biscuits with nougat filling and chocolate icing,"Galletas de mantequilla (masa quebrada) con relleno de nougat, con cobertura de chocolate","Biscuits au beurre (pâte sablée) fourrés au nougat, enrobés de chocolat",0.278,482,6.43,20.9,65.8,46.9,2.49,0.435,🍪
X693412,Labskaus,Lobscouse,Labskaus,Labskaus,0.33,127,7.65,7.2,7.19,2.14,1,1,🍲
W982700,Pastete im Brotteig gebacken,Pate in bread dough baked,Paté horneado en masa de pan,Pâté cuit en pâte à pain,1.449,168,19.53,7.96,4,0.16,0.66,1.8,🍞
V913500,"Gänseleberpastete getrüffelt, in der Kruste gebacken","Truffled goose liver pate, baked in a crust","Paté de hígado de oca trufado, horneado en costra","Pâté de foie d'oie truffé, cuit en croûte",0.9,245,15.9,16,8.9,0.4,0.8,1.5,🍖
Y733242,Schaumomelett gebraten mit Gemüse,Omelette souffle fried with vegetables,Tortilla soufflé con verduras,Omelette soufflée aux légumes,0.409,168,8.2,13.866,1.98,1.094,1.413,0.688,🥚
Y064033,Hackfleischpastete (mit Mürbeteig) gebacken,Minced meat pate (with shortcrust pastry) baked,Paté de carne picada (con masa quebrada) horneado,Pâté de viande hachée (en pâte sablée) cuit au four,0.769,412,16.4,26.8,25.2,1.6,2.3,0.798,🥩
X203560,Budapester Salat,Salad Budapest,Ensalada Budapest,Salade Budapest,0.321,99,6.9,5.1,5.54,5.45,1,0.405,🥗
X6A5010,Kirschknödel mit Zucker und Zimt,Cherry dumplings with sugar and cinnamon,Bolas de cereza con azúcar y canela,"Boulettes aux cerises, sucre et cannelle",0.138,197,2.88,9.52,24.1,9.79,1.7,0.372,🥟
X4A8000,Chili sin carne,Chilli sin carne,Chili sin carne,Chili sin carne,0.17,70,3.3,1.6,8,3.8,4.6,0.56,🍲
X1A3030,"Reissalat bunt, mit Hühnerfleisch, Ei und Mayonnaise","Rice salad with chicken, egg and mayonnaise","Ensalada de arroz variada, con pollo, huevo y mayonesa","Salade de riz variée, au poulet, œuf et mayonnaise",0.209,144,4.8,9.55,9.2,2.9,1.1,0.295,🥗
D314200,Mokkabuttercremetorte (Biskuit) mit Alkohol,Mocha butter cream torte (sponge cake) with alcohol,Tarta de crema de mantequilla y moca (bizcocho) con alcohol,Gâteau à la crème au beurre moka (génoise) avec alcool,0.3,273,5.1,17,24,16,0.7,0.14,🍰
D7B5300,"Kekse/Plätzchen, kakaohaltig (Rührmasse) mit Nougatfüllung, schokoliert","Biscuits, containig cocoa (cake batter) with nougat filling and chocolate icing","Galletas con cacao (masa batida) con relleno de nougat, con cobertura de chocolate","Biscuits au cacao (pâte à cake) fourrés au nougat, enrobés de chocolat",0.273,521,6.5,29,56.4,36.4,4.03,0.085,🍪
Y724153,Rührei gebraten mit Leberkäse,Scrambled eggs fried with Leberkaese sausage,Huevos revueltos con Leberkäse,Œufs brouillés au Leberkäse,0.85,227,12.9,19.35,0.35,0.3,0.1,0.9,🥚
S243900,"Speiseeis (Frucht, Vanille) gemischt, mit Eierlikör","Ice cream mixed (fruit, vanilla) with egg liqueur","Helado mixto (fruta, vainilla) con licor de huevo","Glace mixte (fruits, vanille) à la liqueur aux œufs",0.072,177,1.66,5.37,26.5,23.8,0.4,0.065,🍨
Y692313,"Seehecht mit Senfsauce von heller/weißer Grundsauce, überbacken","Hake with mustard sauce from white basic sauce, gratinated","Merluza con salsa de mostaza sobre salsa base blanca, gratinada","Merlu à la sauce moutarde sur sauce blanche, gratiné",0.4,99,10.3,5.7,1.37,0.58,0.1,0.515,🐟
S571300,Bitterschokolade gefüllt mit Fruchtcreme (alkoholhaltig),Dark chocolate filled with fruit cream (alcoholic),Chocolate negro relleno de crema de fruta (con alcohol),Chocolat noir fourré à la crème de fruits (avec alcool),0.20648,506,6.41,32.58,41,38.4,7.5,0.02,🍫
Y581233,"Pute mit Kastanienfüllung, gebraten im Ofen, mit Preiselbeerkonfitüre und Grundsauce dunkel/braun","Turkey with chestnut filling fried in oven, with lingonberry jam and brown basic sauce","Pavo con relleno de castaña, asado al horno, con confitura de arándano rojo y salsa base oscura","Dinde farcie aux châtaignes, rôtie au four, à la confiture d'airelles et sauce de base brune",0.73,206,19,11.2,6.74,2.546,1.1,0.488,🍓
D9B1300,"Kekse/Plätzchen (Vollkornmürbeteig) mit Nougatfüllung, schokoliert",Wholemeal biscuits (shortcrust pastry) with nougat filling and chocolate icing,"Galletas integrales (masa quebrada integral) con relleno de nougat, con cobertura de chocolate","Biscuits complets (pâte sablée complète) fourrés au nougat, enrobés de chocolat",0.259,512,6.25,26.9,59,44.3,4.27,0.16,🍪
X1A9000,"Krabben-Cocktail mit Mayonnaise, gestreckt mit süßer Sahne","Shrimp cocktail with mayonnaise, diluted with cream","Cóctel de camarones con mayonesa, rebajado con nata","Cocktail de crevettes à la mayonnaise, allongée à la crème",0.356,198,7.7,16.7,3.4,3.37,0.6,1.048,🥫
Y686612,"Tintenfischringe im Backteig frittiert, mit Tsatsiki","Cuttlefish rings in beer batter deep-fried, with tsatsiki","Aros de sepia rebozados fritos, con tzatziki","Anneaux de seiche en pâte à frire frits, au tzatziki",0.4,159,10.1,9,8.6,1,0.8,0.632,🦑
X552423,"Gurken mit Hackfleischfüllung, geschmort, mit Sauce","Cucumbers with minced meat filling, braised, with sauce","Pepino con relleno de carne picada, estofado, con salsa","Concombres farcis à la viande hachée, braisés, en sauce",0.3,136,7.3,9.7,4,2.4,1,0.5,🍖
X4A8070,Rote-Linsensuppe mit Koriander,Red lentil soup with coriander,Sopa de lenteja roja con cilantro,Soupe de lentilles corail à la coriandre,0.2,91,4.9,3.2,9.4,1.9,2.1,0.62,🍲
D410300,Baumstamm/Bismarckeiche (Wasserbiskuit) mit Mokkabuttercreme,"""Bismarck-Eiche"" chocolate log cake (water sponge cake) with mocha butter cream",Tronco de árbol (bizcocho al agua) con crema de mantequilla y moca,Bûche (génoise à l'eau) à la crème au beurre moka,0.3,314,6.2,15.6,36.6,22.79,1.4,0.22,🍰
X464753,"Erbsensuppe mit Gemüsebrühe, Suppengrün und Speck","Pea soup with vegetable stock, mirepoix and bacon","Sopa de guisantes con caldo de verduras, verduras para caldo y panceta","Soupe de pois au bouillon de légumes, légumes à potage et lard",0.19,73,4.09,2.9,6,1.4,3,0.5,🍲
M856000,"Grießpudding mit Sahne und Fruchtzubereitung, gesüßt","Semolina pudding with cream and fruit sauce, sweetened","Natillas de sémola con nata y preparado de fruta, endulzadas","Flan de semoule à la crème et préparation de fruits, sucré",0.108,116,2.34,4.47,16.5,14.68,0.2,0.108,🍮
X985212,Rohrnudeln (aus Hefeteig mit Wasser zubereitet) gebacken,"""Rohrnudeln"" sweet yeast dumplings (of dough prepared with water) baked",«Rohrnudeln» (bollos de levadura con agua) al horno,« Rohrnudeln » (brioches levées à l'eau) cuites au four,0.333,347,6.69,14.49,46,9.971,2.76,0.518,🍝
X464913,Kichererbsen-Tomaten-Eintopf,Chickpea-tomato stew,Guiso de garbanzos y tomate,Ragoût pois chiches-tomates,0.2,104,4.7,4.4,9,1.7,5.2,0.302,🍲
X572212,"Antipasti-Teller (Gemüse und Pilze gegart, mit Thunfisch und Parmaschinken)",Antipasti mix with tuna and Parma ham,"Plato de antipasti (verduras y setas cocidas, con atún y jamón de Parma)","Assiette d'antipasti (légumes et champignons cuits, thon et jambon de Parme)",0.31,107,7.7,6,4,2,2.8,0.742,🐟
Y912060,Frikadelle mit Brötchen und Tomatenketchup,Meatball with roll and tomato ketchup,Albóndiga plana con panecillo y kétchup de tomate,Boulette de viande avec petit pain et ketchup de tomate,0.72,266,15.51,13.53,19.85,2.19,1.5,1.032,🍖
X891212,Bami Goreng (Eierteigwaren gebraten mit Gemüse und Hähnchenfleisch),Bami Goreng (egg pasta fried with vegetables and chicken),Bami goreng (pasta al huevo salteada con verduras y pollo),Bami goreng (pâtes aux œufs sautées aux légumes et poulet),0.259,113,5.9,2.4,16,1.9,1.5,0.645,🍝
D7B7200,"Nuss-Spritzgebäck (Rührmasse) mit Nougatfüllung, schokoliert",Nut spritz biscuits (cake batter) with nougat filling and chocolate icing,"Pastas de manga con nueces (masa batida) con relleno de nougat, con cobertura de chocolate","Biscuits à la poche aux noix (pâte à cake) fourrés au nougat, enrobés de chocolat",0.299,547,7.1,37,44.2,28.2,4.2,0.132,🍫
Y038213,Bologneser Sauce mit Rinderhackfleisch,Bolognese sauce with beef mince,Salsa boloñesa con carne picada de vacuno,Sauce bolognaise à la viande hachée de bœuf,0.42,182,9.34,14.4,2.9,2.9,1.2,0.608,🥩
U043262,"Schwein/Rind, Hackfleisch gemischt, tiefgefroren, gebraten ohne Fett (Ofen)","Pork/beef, mince mixed, deep-frozen, fried without fat (oven)","Cerdo/vacuno, carne picada mixta, congelada, asada sin grasa (horno)","Porc/bœuf, viande hachée mixte, surgelée, rôtie sans matière grasse (four)",1.215,357,26.96,27.72,0,0,0,0.185,🍖
X556422,"Tomaten mit Hackfleischfüllung, gebacken","Tomatoes with minced meat filling, baked","Tomates con relleno de carne picada, al horno","Tomates farcies à la viande hachée, au four",0.502,167,10.58,11.75,4,2.5,1.1,0.392,🥩
D311200,Buttercremetorte (Biskuit),Butter cream torte (sponge cake),Tarta de crema de mantequilla (bizcocho),Gâteau à la crème au beurre (génoise),0.281,299,5.44,18.85,26.66,17.4,0.54,0.15,🍰
D7B6200,"Mürbchen (Mürbeteig) mit Nougatfüllung, schokoliert",Shortcrust pastry biscuit with nougat filling and chocolate icing,"Galletas de masa quebrada con relleno de nougat, con cobertura de chocolate","Biscuits sablés fourrés au nougat, enrobés de chocolat",0.268,499,6.12,25.3,60.5,44.5,2.58,0.142,🍫
Y915032,Knacker mit Senf,Knackwurst with mustard,Knacker con mostaza,Knacker à la moutarde,1.51,255,19.77,19.34,0.16,0.15,0.3,3,🌭
Y261213,"Kalbsbrust mit Hackfleischfüllung, gebraten im Ofen, mit Sauce","Veal brisket with minced meat filling, fried in oven, with sauce","Pecho de ternera con relleno de carne picada, asado al horno, con salsa","Poitrine de veau farcie à la viande hachée, rôtie au four, avec sauce",0.77,247,17.89,18.5,2,0.4,0.4,0.625,🍖
X5A6050,"Zwiebeln gefüllt mit Champignons und Hackfleisch, geschmort","Onions filled with button mushrooms and minced meat, braised","Cebolla rellena de champiñones y carne picada, estofada","Oignons farcis aux champignons de Paris et viande hachée, braisés",0.46,233,10.56,18.2,6.3,2.9,1.3,0.868,🍖
D710700,Schokoladen-Biskuitplätzchen mit Nougatfüllung,Chocolate sponge biscuits with nougat filling,Galletas de bizcocho de chocolate con relleno de nougat,Biscuits de génoise au chocolat fourrés au nougat,0.569,428,11.6,10.9,68.4,44,4.9,0.272,🍰
X5A7030,Zucchini mit Hackfleischfüllung und Käse überbacken,Courgette with minced meat filling and cheese gratinated,"Calabacín con relleno de carne picada, gratinado con queso","Courgette farcie à la viande hachée, gratinée au fromage",0.224,116,5.5,8.89,3,1.7,1,0.378,🧀
X940412,Fränkische Mehlklöße mit Kompott aus Trockenfrüchten,Franconian flour dumplings with compote of dried fruit,Bolas de harina de Franconia con compota de fruta seca,Boulettes de farine franconiennes à la compote de fruits séchés,0.297,208,6.03,2.1,38.7,17.9,3.51,0.57,🥟
D7A1100,Biskuitplätzchen mit Nougatfüllung,Sponge cake biscuits with nougat filling,Galletas de bizcocho con relleno de nougat,Biscuits de génoise fourrés au nougat,0.595,421,11.15,6.9,77.4,47,2.47,0.232,🍰
X760712,Maultaschen Schwäbische Art (mit Hackfleisch) gebraten,"Minced meat-spinach-filled pasta squares, Swabian style, fried",Maultaschen a la suaba (con carne picada) salteados,Maultaschen à la souabe (à la viande hachée) poêlées,0.355,190,10.125,12.67,7.819,0.615,2.142,1.21,🥟
X720343,"Vollkorn-Eier-Frischteigwaren mit Spinat und Tomaten Konserve, überbacken","Fresh wholemeal egg pasta with spinach and canned tomatoes, gratinated","Pasta fresca integral al huevo con espinaca y tomate en conserva, gratinada","Pâtes fraîches complètes aux œufs aux épinards et tomates en conserve, gratinées",0.26,89,5.23,2.5,10,1.3,2.7,0.48,🍝
Y740540,Eier russisch,Russian eggs,Huevos a la rusa,Œufs à la russe,0.7,225,12.6,19.1,0.37,0.36,0.1,2.128,🥚
D320100,Buttercremetorte (Wiener Boden hell),Butter cream torte (Viennese sponge cake light),Tarta de crema de mantequilla (bizcocho vienés claro),Gâteau à la crème au beurre (génoise viennoise claire),0.25,328,4.86,21.78,27.9,17.75,0.44,0.14,🍰
